"id","reviewtext"
"205","got galxy s3 another brand phone kept losing contact corrupted files much faster transfers got 64gb version note 10 1 always super fast shipping amazon prime"
"206","great micro sd card smartphones products wanted something high transfer rate taking hd video would no lag"
"207","great price 32gb sd card delivered time got download previous sc card problems great shopping electronic stuff amazon"
"208","great price great chip worked perfectly new smart phone swapped 4 gig chip one lots excess storage capacity"
"209","great value extra storage cell phones adapter included memory disk allows easy interface standard computer card reader interfaces"
"210","return item would fit properly adapter came return no problem reluctant buy another one"
"211","haven able use capacity bought tablet pro used usb adapter works well"
"212","action cam works great far wait zip line tour expensive would think size memory card"
"213","used sandisk photography course went time outfit new samsung galaxy s3 internal microsd card spent extra bucks comparably no name micro sd cards bought variant took quite pictures even transferred album computer coud show friends go less two months sandisk microsd card started acting recognized stopped restarted removed reinstalled onto phone erratic behavior taken immediately tried recover anything could things hit fan unfortunately waited long morning no reason turned phone card shows blank neither windows pc mac even detect card yes tried two different adapters tried sandisk recovery found no recoverable files even though checked file type extensions ve apparently lost pictures top gf cheap no name card never issue exact phone keeps chugging along merrily paying premium substandard product fails use two months no thanks m going back lexar hasn failed yet m also getting rid sandisk cards dslr case fact sandisk first card thats ever failed new card boot inspire confidence buy use risk"
"214","disappointed card usually issue sandisk 32gb ultra card died two months died no longer recognizable pc camera device wrestle warranty claim"
"215","bought great price capacity rated speed use storage nook hd"
"216","bought card android based phone soon started getting messages card removed damaged tried tablet thing first card brand bought experienced problem went several online forums see solution someone hit upon might problem brand cards bought pny brand micro sd card no problem whatsoever"
"217","bought card strength 64gb xdsc sandisk phone right gift friend mine sadly corrupted within minutes first use initially worked fine dead checked laptop windows disk management screen told single 128k partition rest unusable outstanding replacement sent amazon thank amazon always excellent sitting office right probably check"
"218","bought samsung galaxy s3 expand memory best money could spent no issues works fast shipping great packaging worth every penny"
"219","bought expand memory galaxy s4 inexpensive easily install comes adapter make full sized sd card sandisk ultra top list"
"220","no issue using devices still working strong trust sandisk gear including memory dslr use malfunctioned throughout many different uses trust brand although expensive supposed brands worth extra opinion"
"221","lot music pictures keeping card frees storage apps cannot use card money well spent"
"222","always trusted sandisk brand valuable data ordered tablet great size quality price"
